# =========================================================
# Problema: Projeto de rede de especialistas 3 niveis
# Joao Flavio F. Almeida, 	<joao.flavio@dep.ufmg.br>
# Horacio Faria <horaciofaria@gmail.com>
# Leonardo <leomarie@gmail.com>
# Hugo Rodrigues <hugonr@gmail.com>
# Virginia 			<vmmagalhaes@nescon.medicina.ufmg.br>
# Data   : 01/02/2021
# Versao: 12.0: Estado (32 - Espirito Santo)
# ============================================================

data;

param Distmax:=
1 80  # 80
2 120 # + 120
3 200; # + 200

# Minimal population on destination municipality (j) 
param POPmin:=
1	0
2	10000
3	30000
;

param DurUpper:=
1 0.51 
2 1.0 
3 2.8; 

# Municipios selecionados que já possuem infraestrutura de nível 3
set S3:=
#	co_municipio	#	no_municipio	qtd_realizado
	320520	#	VILA VELHA	1331
	320530	#	VITORIA	1229
	320120	#	CACHOEIRO DE ITAPEMIRIM	926
	320320	#	LINHARES	738
	320150	#	COLATINA	546
;

# CODIGO	REGIAO	ESTADO	LAT	LONG	POPULACAO 2030	CAP	MUNICIPIO
param: I :	RE	ES	lat	lng	POP	INFR	Mun :=
# 320016	3	32	-18.55	-40.98	11131	0	'Agua_Doce_Do_Norte'
# 320020	3	32	-20.76	-41.54	30568	0	'Alegre'
# 320030	3	32	-20.63	-40.76	14566	0	'Alfredo_Chaves'
# 320035	3	32	-19.06	-41.02	7798	0	'Alto_Rio_Novo'
# 320040	3	32	-20.81	-40.65	28736	0	'Anchieta'
# 320050	3	32	-21.16	-41.56	7580	0	'Apiaca'
# 320060	3	32	-19.82	-40.28	99305	0	'Aracruz'
# 320070	3	32	-20.92	-41.19	11765	0	'Atilio_Vivacqua'
# 320080	3	32	-19.51	-41.01	30862	0	'Baixo_Guandu'
# 320090	3	32	-18.76	-40.89	44315	0	'Barra_De_Sao_Francisco'
# 320100	3	32	-18.54	-40.30	14982	0	'Boa_Esperanca'
# 320110	3	32	-21.13	-41.68	9910	0	'Bom_Jesus_Do_Norte'
# 320115	3	32	-20.16	-41.29	12381	0	'Brejetuba'
# 320120	3	32	-20.85	-41.11	207324	0	'Cachoeiro_De_Itapemirim'
# 320130	3	32	-20.29	-40.39	378603	0	'Cariacica'
# 320140	3	32	-20.60	-41.20	37317	0	'Castelo'
# 320150	3	32	-19.54	-40.63	121580	0	'Colatina'
# 320160	3	32	-18.60	-39.73	30849	0	'Conceicao_Da_Barra'
# 320170	3	32	-20.37	-41.25	12638	0	'Conceicao_Do_Castelo'
# 320180	3	32	-20.62	-41.68	4338	0	'Divino_De_Sao_Lourenco'
# 320190	3	32	-20.36	-40.66	33711	0	'Domingos_Martins'
# 320200	3	32	-20.69	-41.85	6727	0	'Dores_Do_Rio_Preto'
# 320210	3	32	-18.38	-40.83	23014	0	'Ecoporanga'
# 320220	3	32	-19.93	-40.40	21061	0	'Fundao'
# 320225	3	32	-19.25	-40.46	12535	0	'Governador_Lindenberg'
# 320230	3	32	-20.78	-41.68	30607	0	'Guacui'
# 320240	3	32	-20.67	-40.50	122982	0	'Guarapari'
# 320245	3	32	-20.23	-41.51	25732	0	'Ibatiba'
# 320250	3	32	-19.83	-40.37	12365	0	'Ibiracu'
# 320255	3	32	-20.54	-41.66	8919	0	'Ibitirama'
# 320260	3	32	-20.80	-40.81	13745	0	'Iconha'
# 320265	3	32	-20.35	-41.65	13226	0	'Irupi'
# 320270	3	32	-19.80	-40.86	14109	0	'Itaguacu'
# 320280	3	32	-21.01	-40.84	34032	0	'Itapemirim'
# 320290	3	32	-19.87	-40.88	10619	0	'Itarana'
# 320300	3	32	-20.35	-41.53	29030	0	'Iuna'
# 320305	3	32	-18.90	-40.09	29904	0	'Jaguare'
# 320310	3	32	-20.80	-41.40	11744	0	'Jeronimo_Monteiro'
# 320313	3	32	-19.75	-40.38	16614	0	'Joao_Neiva'
# 320316	3	32	-19.90	-41.06	10961	0	'Laranja_Da_Terra'
# 320320	3	32	-19.40	-40.07	170364	0	'Linhares'
# 320330	3	32	-18.86	-41.12	15194	0	'Mantenopolis'
# 320332	3	32	-21.04	-40.83	38108	0	'Marataizes'
# 320334	3	32	-20.43	-40.68	16464	0	'Marechal_Floriano'
# 320335	3	32	-19.41	-40.55	12700	0	'Marilandia'
# 320340	3	32	-21.07	-41.36	26191	0	'Mimoso_Do_Sul'
# 320350	3	32	-18.13	-40.36	18770	0	'Montanha'
# 320360	3	32	-18.10	-40.52	5552	0	'Mucurici'
# 320370	3	32	-20.46	-41.42	17613	0	'Muniz_Freire'
# 320380	3	32	-20.95	-41.35	15370	0	'Muqui'
# 320390	3	32	-18.71	-40.40	49780	0	'Nova_Venecia'
# 320400	3	32	-19.22	-40.86	23059	0	'Pancas'
# 320405	3	32	-18.30	-39.95	25982	0	'Pedro_Canario'
# 320410	3	32	-18.41	-40.22	26763	0	'Pinheiros'
# 320420	3	32	-20.84	-40.73	21363	0	'Piuma'
# 320425	3	32	-18.13	-40.54	7784	0	'Ponto_Belo'
# 320430	3	32	-21.10	-41.05	11488	0	'Presidente_Kennedy'
# 320435	3	32	-19.28	-40.32	19009	0	'Rio_Bananal'
# 320440	3	32	-20.86	-40.94	11618	0	'Rio_Novo_Do_Sul'
# 320450	3	32	-20.10	-40.53	12300	0	'Santa_Leopoldina'
# 320455	3	32	-20.03	-40.74	39849	0	'Santa_Maria_De_Jetiba'
# 320460	3	32	-19.94	-40.60	23392	0	'Santa_Teresa'
# 320465	3	32	-19.15	-40.62	8589	0	'Sao_Domingos_Do_Norte'
# 320470	3	32	-19.02	-40.53	37361	0	'Sao_Gabriel_Da_Palha'
# 320480	3	32	-21.03	-41.66	10566	0	'Sao_Jose_Do_Calcado'
# 320490	3	32	-18.72	-39.86	128542	0	'Sao_Mateus'
# 320495	3	32	-19.73	-40.64	12318	0	'Sao_Roque_Do_Canaa'
# 320500	3	32	-20.16	-40.28	507598	0	'Serra'
# 320501	3	32	-19.19	-40.10	29449	0	'Sooretama'
# 320503	3	32	-20.67	-41.01	21207	0	'Vargem_Alta'
# 320506	3	32	-20.33	-41.13	24800	0	'Venda_Nova_Do_Imigrante'
# 320510	3	32	-20.39	-40.50	76954	0	'Viana'
# 320515	3	32	-18.62	-40.60	9171	0	'Vila_Pavao'
# 320517	3	32	-18.99	-40.39	14087	0	'Vila_Valerio'
# 320520	3	32	-20.34	-40.29	486208	0	'Vila_Velha'
# 320530	3	32	-20.32	-40.32	358267	1	'Vitoria'
;

end;
