# =========================================================
# Problema: Projeto de rede de especialistas 3 niveis
# Joao Flavio F. Almeida, 	<joao.flavio@dep.ufmg.br>
# Horacio Faria <horaciofaria@gmail.com>
# Leonardo <leomarie@gmail.com>
# Hugo Rodrigues <hugonr@gmail.com>
# Virginia 			<vmmagalhaes@nescon.medicina.ufmg.br>
# Data   : 01/02/2021
# Versao: 12.0: Estado (22 - Piaui)
# ===========================================================

data;

param Distmax:=
1 80  # 80
2 120 # + 120
3 200; # + 200

# Minimal population on destination municipality (j) 
param POPmin:=
1	0
2	10000
3	30000
;

param DurUpper:=
1 0.51 
2 2.4 
3 8.6;

# Municipios selecionados que já possuem infraestrutura de nível 3
set S3:=
#	co_municipio	#	no_municipio	qtd_realizado
	221100	#	TERESINA	1339
	220770	#	PARNAIBA	1
;


# CODIGO	REGIAO	ESTADO	LAT	LONG	POPULACAO 2030	CAP	MUNICIPIO
param: I :	RE	ES	lat	lng	POP	INFR	Mun :=
220557	2	22	-4.39	-41.61	7267	1	'Lagoa_De_Sao_Francisco'
220558	2	22	-5.41	-42.65	4370	1	'Lagoa_Do_Piaui'
220559	2	22	-6.52	-41.58	5559	1	'Lagoa_Do_Sitio'
220560	2	22	-7.27	-43.93	5724	0	'Landri_Sales'
220570	2	22	-2.88	-41.66	32547	0	'Luis_Correia'
220580	2	22	-3.46	-42.37	27467	0	'Luzilandia'
220585	2	22	-3.48	-42.51	8926	1	'Madeiro'
220590	2	22	-8.01	-43.88	5768	1	'Manoel_Emidio'
220595	2	22	-7.44	-40.66	9102	0	'Marcolandia'
220600	2	22	-7.12	-43.89	4907	1	'Marcos_Parente'
220605	2	22	-7.47	-41.12	6939	1	'Massape_Do_Piaui'
220610	2	22	-3.71	-42.56	11770	1	'Matias_Olimpio'
220620	2	22	-4.17	-42.89	36330	1	'Miguel_Alves'
220630	2	22	-5.68	-42.74	1348	1	'Miguel_Leao'
220635	2	22	-4.70	-41.45	7137	1	'Milton_Brandao'
220640	2	22	-5.55	-42.62	11395	1	'Monsenhor_Gil'
220650	2	22	-7.00	-41.03	8336	1	'Monsenhor_Hipolito'
220660	2	22	-9.76	-45.30	11444	1	'Monte_Alegre_Do_Piaui'
220665	2	22	-9.72	-43.90	4889	1	'Morro_Cabeca_No_Tempo'
220667	2	22	-3.74	-42.31	7314	1	'Morro_Do_Chapeu_Do_Piaui'
220669	2	22	-3.32	-42.10	9820	1	'Murici_Dos_Portelas'
220670	2	22	-6.97	-42.67	7934	1	'Nazare_Do_Piaui'
220672	2	22	-5.35	-42.81	9206	1	'Nazaria'
220675	2	22	-4.63	-42.18	5228	1	'Nossa_Senhora_De_Nazare'
220680	2	22	-3.99	-42.62	9341	1	'Nossa_Senhora_Dos_Remedios'
220690	2	22	-6.45	-41.93	7091	1	'Novo_Oriente_Do_Piaui'
220695	2	22	-5.29	-41.93	3213	1	'Novo_Santo_Antonio'
220700	2	22	-7.02	-42.13	39875	0	'Oeiras'
220710	2	22	-5.85	-42.58	2641	1	'Olho_Dagua_Do_Piaui'
220720	2	22	-7.35	-40.91	7401	1	'Padre_Marcos'
220730	2	22	-7.78	-42.26	4457	1	'Paes_Landim'
220735	2	22	-7.85	-42.82	3640	1	'Pajeu_Do_Piaui'
220740	2	22	-8.73	-44.23	5448	1	'Palmeira_Do_Piaui'
220750	2	22	-5.98	-43.06	15626	0	'Palmeirais'
220755	2	22	-7.10	-41.70	4263	1	'Paqueta'
220760	2	22	-10.22	-44.63	11607	1	'Parnagua'
220770	2	22	-2.90	-41.78	164644	0	'Parnaiba'
220775	2	22	-5.86	-42.44	4640	1	'Passagem_Franca_Do_Piaui'
220777	2	22	-7.68	-41.25	6878	1	'Patos_Do_Piaui'
220779	2	22	-5.25	-42.39	4339	1	'Pau_Darco_Do_Piaui'
220780	2	22	-8.14	-41.15	22099	0	'Paulistana'
220785	2	22	-7.96	-43.22	3974	1	'Pavussu'
220790	2	22	-4.43	-41.46	41744	0	'Pedro_Ii'
220793	2	22	-8.07	-42.29	2728	1	'Pedro_Laurentino'
220795	2	22	-8.07	-42.05	4708	1	'Nova_Santa_Rita'
220800	2	22	-7.08	-41.47	84129	0	'Picos'
220810	2	22	-6.24	-41.42	13067	1	'Pimenteiras'
220820	2	22	-6.83	-40.62	19833	0	'Pio_Ix'
220830	2	22	-3.93	-41.71	30958	0	'Piracuruca'
220840	2	22	-4.28	-41.78	68697	0	'Piripiri'
220850	2	22	-3.89	-42.71	13510	0	'Porto'
220855	2	22	-6.97	-44.19	2912	1	'Porto_Alegre_Do_Piaui'
220860	2	22	-5.66	-42.20	3401	1	'Prata_Do_Piaui'
220865	2	22	-8.59	-41.42	9670	1	'Queimada_Nova'
220870	2	22	-9.49	-44.58	9446	1	'Redencao_Do_Gurgueia'
220880	2	22	-6.24	-42.69	19390	0	'Regeneracao'
220885	2	22	-10.13	-44.95	4655	1	'Riacho_Frio'
220887	2	22	-7.69	-42.71	4815	1	'Ribeira_Do_Piaui'
220890	2	22	-7.56	-45.25	7879	1	'Ribeiro_Goncalves'
220900	2	22	-7.77	-43.14	6936	1	'Rio_Grande_Do_Piaui'
220910	2	22	-7.18	-41.76	6722	1	'Santa_Cruz_Do_Piaui'
220915	2	22	-5.81	-41.96	4319	1	'Santa_Cruz_Dos_Milagres'
220920	2	22	-9.11	-45.92	6743	1	'Santa_Filomena'
220930	2	22	-8.94	-44.13	6294	1	'Santa_Luz'
220935	2	22	-6.95	-41.52	4988	1	'Santana_Do_Piaui'
220937	2	22	-6.80	-42.28	5671	1	'Santa_Rosa_Do_Piaui'
220940	2	22	-6.98	-41.23	6890	1	'Santo_Antonio_De_Lisboa'
220945	2	22	-6.05	-42.71	2324	1	'Santo_Antonio_Dos_Milagres'
220950	2	22	-7.42	-41.92	4082	1	'Santo_Inacio_Do_Piaui'
220955	2	22	-9.06	-43.00	4793	1	'Sao_Braz_Do_Piaui'
220960	2	22	-5.93	-42.11	3186	1	'Sao_Felix_Do_Piaui'
220965	2	22	-8.24	-41.69	6181	1	'Sao_Francisco_De_Assis_Do_Piaui'
220970	2	22	-7.24	-42.54	6930	1	'Sao_Francisco_Do_Piaui'
220975	2	22	-10.03	-45.30	3263	1	'Sao_Goncalo_Do_Gurgueia'
220980	2	22	-5.99	-42.70	5392	1	'Sao_Goncalo_Do_Piaui'
220985	2	22	-6.82	-41.35	4963	1	'Sao_Joao_Da_Canabrava'
220987	2	22	-3.94	-41.26	6492	1	'Sao_Joao_Da_Fronteira'
220990	2	22	-5.51	-41.90	6641	1	'Sao_Joao_Da_Serra'
220995	2	22	-6.92	-41.86	5212	1	'Sao_Joao_Da_Varjota'
220997	2	22	-3.81	-42.45	8560	1	'Sao_Joao_Do_Arraial'
221000	2	22	-8.35	-42.26	22150	0	'Sao_Joao_Do_Piaui'
221005	2	22	-3.81	-41.83	5757	1	'Sao_Jose_Do_Divino'
221010	2	22	-7.49	-42.57	4045	1	'Sao_Jose_Do_Peixe'
221020	2	22	-6.87	-41.48	7237	1	'Sao_Jose_Do_Piaui'
221030	2	22	-7.09	-40.84	6852	0	'Sao_Juliao'
221035	2	22	-9.17	-42.54	4927	1	'Sao_Lourenco_Do_Piaui'
221037	2	22	-6.83	-41.32	2850	1	'Sao_Luis_Do_Piaui'
221038	2	22	-5.86	-42.19	2641	1	'Sao_Miguel_Da_Baixa_Grande'
221039	2	22	-7.58	-42.37	3279	1	'Sao_Miguel_Do_Fidalgo'
221040	2	22	-5.50	-41.32	19075	0	'Sao_Miguel_Do_Tapuio'
221050	2	22	-5.91	-42.72	15375	0	'Sao_Pedro_Do_Piaui'
221060	2	22	-9.02	-42.69	37248	0	'Sao_Raimundo_Nonato'
221062	2	22	-10.82	-44.83	3762	1	'Sebastiao_Barros'
221063	2	22	-7.58	-44.07	4623	1	'Sebastiao_Leal'
221065	2	22	-4.91	-41.73	10811	1	'Sigefredo_Pacheco'
221070	2	22	-7.60	-40.82	15763	0	'Simoes'
221080	2	22	-7.86	-41.91	13658	0	'Simplicio_Mendes'
221090	2	22	-7.86	-42.50	4935	1	'Socorro_Do_Piaui'
221093	2	22	-7.02	-41.39	7218	1	'Sussuapara'
221095	2	22	-8.40	-42.91	3136	1	'Tamboril_Do_Piaui'
221097	2	22	-6.60	-42.28	2972	1	'Tanque_Do_Piaui'
221100	2	22	-5.09	-42.81	929106	0	'Teresina'
221110	2	22	-4.59	-42.86	47883	0	'Uniao'
221120	2	22	-7.23	-44.56	23142	0	'Urucui'
221130	2	22	-6.40	-41.74	22548	0	'Valenca_Do_Piaui'
221135	2	22	-9.24	-42.97	5345	1	'Varzea_Branca'
221140	2	22	-6.54	-42.25	4742	1	'Varzea_Grande'
221150	2	22	-7.60	-41.48	3317	1	'Vera_Mendes'
221160	2	22	-7.14	-40.94	3225	1	'Vila_Nova_Do_Piaui'
221170	2	22	-7.24	-41.91	4804	0	'Wall_Ferraz'



# CODIGO	REGIAO	ESTADO	LAT	LONG	POPULACAO 2018	CAP	MUNICIPIO
# 220005	2	22	-8.22	-41.08	7065	0	'Acaua'
# 220010	2	22	-5.80	-42.66	5148	0	'Agricolandia'
# 220020	2	22	-5.89	-42.64	17349	0	'Agua_Branca'
# 220025	2	22	-7.01	-40.93	7636	0	'Alagoinha_Do_Piaui'
# 220027	2	22	-7.25	-40.86	4912	0	'Alegrete_Do_Piaui'
# 220030	2	22	-5.25	-42.21	14268	0	'Alto_Longa'
# 220040	2	22	-5.04	-42.46	40440	0	'Altos'
# 220045	2	22	-8.44	-43.86	5392	0	'Alvorada_Do_Gurgueia'
# 220050	2	22	-6.25	-42.85	17592	0	'Amarante'
# 220060	2	22	-6.09	-42.74	6792	0	'Angical_Do_Piaui'
# 220070	2	22	-9.17	-43.03	9818	0	'Anisio_De_Abreu'
# 220080	2	22	-7.22	-44.20	3158	0	'Antonio_Almeida'
# 220090	2	22	-6.11	-41.80	5844	0	'Aroazes'
# 220095	2	22	-7.28	-41.56	2551	0	'Aroeiras_Do_Itaim'
# 220100	2	22	-6.65	-42.54	4735	0	'Arraial'
# 220105	2	22	-5.86	-41.05	7828	0	'Assuncao_Do_Piaui'
# 220110	2	22	-10.13	-43.94	11252	0	'Avelino_Lopes'
# 220115	2	22	-7.85	-45.21	11497	0	'Baixa_Grande_Do_Ribeiro'
# 220117	2	22	-6.52	-42.11	3950	0	'Barra_Dalcantara'
# 220120	2	22	-4.24	-42.30	46941	0	'Barras'
# 220130	2	22	-9.92	-45.48	3344	0	'Barreiras_Do_Piaui'
# 220140	2	22	-5.81	-42.51	7038	0	'Barro_Duro'
# 220150	2	22	-4.02	-42.08	26806	0	'Batalha'
# 220155	2	22	-7.97	-41.87	3999	0	'Bela_Vista_Do_Piaui'
# 220157	2	22	-7.37	-40.97	3544	0	'Belem_Do_Piaui'
# 220160	2	22	-5.45	-42.37	10462	0	'Beneditinos'
# 220170	2	22	-7.63	-43.95	5495	0	'Bertolinia'
# 220173	2	22	-8.15	-40.80	6200	0	'Betania_Do_Piaui'
# 220177	2	22	-4.41	-42.13	6744	0	'Boa_Hora'
# 220180	2	22	-6.95	-41.32	4496	0	'Bocaina'
# 220190	2	22	-9.07	-44.36	24960	0	'Bom_Jesus'
# 220191	2	22	-3.19	-41.65	5608	0	'Bom_Principio_Do_Piaui'
# 220192	2	22	-9.17	-42.88	5654	0	'Bonfim_Do_Piaui'
# 220194	2	22	-4.49	-42.10	6388	0	'Boqueirao_Do_Piaui'
# 220196	2	22	-4.14	-41.79	8310	0	'Brasileira'
# 220198	2	22	-8.21	-42.83	3902	0	'Brejo_Do_Piaui'
# 220200	2	22	-3.17	-41.87	19754	0	'Buriti_Dos_Lopes'
# 220202	2	22	-5.31	-41.10	8223	0	'Buriti_Dos_Montes'
# 220205	2	22	-4.47	-42.31	10540	0	'Cabeceiras_Do_Piaui'
# 220207	2	22	-6.79	-42.40	3544	0	'Cajazeiras_Do_Piaui'
# 220208	2	22	-2.93	-41.35	7608	0	'Cajueiro_Da_Praia'
# 220209	2	22	-7.33	-40.64	5770	0	'Caldeirao_Grande_Do_Piaui'
# 220210	2	22	-7.65	-41.88	5603	0	'Campinas_Do_Piaui'
# 220211	2	22	-8.37	-41.83	5019	0	'Campo_Alegre_Do_Fidalgo'
# 220213	2	22	-7.14	-41.03	5919	0	'Campo_Grande_Do_Piaui'
# 220217	2	22	-3.81	-42.63	7245	0	'Campo_Largo_Do_Piaui'
# 220220	2	22	-4.83	-42.17	46770	0	'Campo_Maior'
# 220225	2	22	-7.69	-43.72	3957	0	'Canavieira'
# 220230	2	22	-8.11	-42.94	21112	0	'Canto_Do_Buriti'
# 220240	2	22	-4.46	-41.94	11388	0	'Capitao_De_Campos'
# 220245	2	22	-8.50	-41.82	4086	0	'Capitao_Gervasio_Oliveira'
# 220250	2	22	-9.28	-43.33	10866	0	'Caracol'
# 220253	2	22	-3.48	-41.84	5845	0	'Caraubas_Do_Piaui'
# 220255	2	22	-7.73	-40.99	5049	0	'Caridade_Do_Piaui'
# 220260	2	22	-5.32	-41.55	19715	0	'Castelo_Do_Piaui'
# 220265	2	22	-3.43	-41.88	5395	0	'Caxingo'
# 220270	2	22	-3.47	-41.56	27725	0	'Cocal'
# 220271	2	22	-4.55	-41.98	4881	0	'Cocal_De_Telha'
# 220272	2	22	-3.61	-41.46	6140	0	'Cocal_Dos_Alves'
# 220273	2	22	-5.09	-42.21	4007	0	'Coivaras'
# 220275	2	22	-8.19	-43.80	6451	0	'Colonia_Do_Gurgueia'
# 220277	2	22	-7.22	-42.18	7651	0	'Colonia_Do_Piaui'
# 220280	2	22	-7.88	-41.60	4798	0	'Conceicao_Do_Caninde'
# 220285	2	22	-8.82	-42.47	4678	0	'Coronel_Jose_Dias'
# 220290	2	22	-10.44	-45.16	26575	0	'Corrente'
# 220300	2	22	-10.65	-45.19	8264	0	'Cristalandia_Do_Piaui'
# 220310	2	22	-8.82	-44.22	10401	0	'Cristino_Castro'
# 220320	2	22	-10.03	-44.30	11348	0	'Curimata'
# 220323	2	22	-9.01	-44.40	4939	0	'Currais'
# 220325	2	22	-5.62	-42.83	4425	0	'Curralinhos'
# 220327	2	22	-7.83	-40.90	5316	0	'Curral_Novo_Do_Piaui'
# 220330	2	22	-5.36	-42.67	13793	0	'Demerval_Lobao'
# 220335	2	22	-9.34	-42.44	6992	0	'Dirceu_Arcoverde'
# 220340	2	22	-6.96	-41.65	6884	0	'Dom_Expedito_Lopes'
# 220342	2	22	-4.25	-41.27	4356	0	'Domingos_Mourao'
# 220345	2	22	-9.01	-41.98	9546	0	'Dom_Inocencio'
# 220350	2	22	-6.20	-42.14	14630	0	'Elesbao_Veloso'
# 220360	2	22	-8.10	-43.66	4900	0	'Eliseu_Martins'
# 220370	2	22	-3.90	-42.24	39621	0	'Esperantina'
# 220375	2	22	-9.48	-42.79	5295	0	'Fartura_Do_Piaui'
# 220380	2	22	-7.79	-42.92	4464	0	'Flores_Do_Piaui'
# 220385	2	22	-7.47	-41.80	2556	0	'Floresta_Do_Piaui'
# 220390	2	22	-6.77	-43.02	59840	0	'Floriano'
# 220400	2	22	-6.40	-42.26	5349	0	'Francinopolis'
# 220410	2	22	-6.62	-42.69	4373	0	'Francisco_Ayres'
# 220415	2	22	-7.33	-40.80	3166	0	'Francisco_Macedo'
# 220420	2	22	-6.99	-41.14	9262	0	'Francisco_Santos'
# 220430	2	22	-7.09	-40.62	11590	0	'Fronteiras'
# 220435	2	22	-7.16	-41.36	5424	0	'Geminiano'
# 220440	2	22	-9.83	-45.35	10686	0	'Gilbues'
# 220450	2	22	-6.79	-43.57	10500	0	'Guadalupe'
# 220455	2	22	-9.40	-43.69	4556	0	'Guaribas'
# 220460	2	22	-5.99	-42.56	3875	0	'Hugo_Napoleao'
# 220465	2	22	-2.85	-41.82	9394	0	'Ilha_Grande'
# 220470	2	22	-6.67	-41.71	15296	0	'Inhuma'
# 220480	2	22	-6.83	-41.74	9782	0	'Ipiranga_Do_Piaui'
# 220490	2	22	-7.73	-41.68	8551	0	'Isaias_Coelho'
# 220500	2	22	-7.45	-41.48	11507	0	'Itainopolis'
# 220510	2	22	-7.61	-43.03	11010	0	'Itaueira'
# 220515	2	22	-7.94	-41.21	5753	0	'Jacobina_Do_Piaui'
# 220520	2	22	-7.35	-41.15	19035	0	'Jaicos'
# 220525	2	22	-6.10	-42.63	4494	0	'Jardim_Do_Mulato'
# 220527	2	22	-4.77	-41.82	4855	0	'Jatoba_Do_Piaui'
# 220530	2	22	-7.08	-43.50	4457	0	'Jerumenha'
# 220535	2	22	-8.49	-42.42	3010	0	'Joao_Costa'
# 220540	2	22	-3.51	-42.19	14332	0	'Joaquim_Pires'
# 220545	2	22	-3.49	-42.43	5419	0	'Joca_Marques'
# 220550	2	22	-4.76	-42.58	39072	0	'Jose_De_Freitas'
# 220551	2	22	-5.16	-41.70	5472	0	'Juazeiro_Do_Piaui'
# 220552	2	22	-10.33	-44.24	5614	0	'Julio_Borges'
# 220553	2	22	-9.22	-43.13	4748	0	'Jurema'
# 220554	2	22	-5.84	-42.63	2831	0	'Lagoinha_Do_Piaui'
# 220555	2	22	-4.51	-42.62	8504	0	'Lagoa_Alegre'
# 220556	2	22	-8.48	-41.53	4653	0	'Lagoa_Do_Barro_Do_Piaui'
# 220557	2	22	-4.39	-41.61	6738	0	'Lagoa_De_Sao_Francisco'
# 220558	2	22	-5.41	-42.65	4052	0	'Lagoa_Do_Piaui'
# 220559	2	22	-6.52	-41.58	5154	0	'Lagoa_Do_Sitio'
# 220560	2	22	-7.27	-43.93	5307	0	'Landri_Sales'
# 220570	2	22	-2.88	-41.66	30177	0	'Luis_Correia'
# 220580	2	22	-3.46	-42.37	25467	0	'Luzilandia'
# 220585	2	22	-3.48	-42.51	8276	0	'Madeiro'
# 220590	2	22	-8.01	-43.88	5348	0	'Manoel_Emidio'
# 220595	2	22	-7.44	-40.66	8439	0	'Marcolandia'
# 220600	2	22	-7.12	-43.89	4550	0	'Marcos_Parente'
# 220605	2	22	-7.47	-41.12	6434	0	'Massape_Do_Piaui'
# 220610	2	22	-3.71	-42.56	10913	0	'Matias_Olimpio'
# 220620	2	22	-4.17	-42.89	33684	0	'Miguel_Alves'
# 220630	2	22	-5.68	-42.74	1250	0	'Miguel_Leao'
# 220635	2	22	-4.70	-41.45	6617	0	'Milton_Brandao'
# 220640	2	22	-5.55	-42.62	10565	0	'Monsenhor_Gil'
# 220650	2	22	-7.00	-41.03	7729	0	'Monsenhor_Hipolito'
# 220660	2	22	-9.76	-45.30	10611	0	'Monte_Alegre_Do_Piaui'
# 220665	2	22	-9.72	-43.90	4533	0	'Morro_Cabeca_No_Tempo'
# 220667	2	22	-3.74	-42.31	6781	0	'Morro_Do_Chapeu_Do_Piaui'
# 220669	2	22	-3.32	-42.10	9105	0	'Murici_Dos_Portelas'
# 220670	2	22	-6.97	-42.67	7356	0	'Nazare_Do_Piaui'
# 220672	2	22	-5.35	-42.81	8536	0	'Nazaria'
